Bill_Number,Order_Number,Date,Time,Waiter,Section,Table,Seats,Order_Type,Menu_Item,Menu_Category,Sales_Category,Quantity,Price,Gross_Sales,Discount_Name,Discount_Amount,Net_Sales,Modifiers,Modifier_Amount,Tax_1_Name,Tax_1_Amount,Tax_2_Name,Tax_2_Amount,Total_Tax,Tip,Auto_Gratuity,Payment_Method,Is_Void,Is_Return,Notes
1024,1024,2026-03-01,13:07:37,Maya C.,Main Dining,3,2,Dine-In,Shakshuka,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
1024,1024,2026-03-01,13:07:37,Maya C.,Main Dining,3,2,Dine-In,Espresso Martini,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,18.58,0.00,Visa,No,No,
1025,1025,2026-03-01,13:02:31,Maya C.,Main Dining,3,2,Dine-In,West Coast Oysters (6pc),Appetizers,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Interac Debit,No,No,
1025,1025,2026-03-01,13:02:31,Maya C.,Main Dining,3,2,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Interac Debit,No,No,
1025,1025,2026-03-01,13:02:31,Maya C.,Main Dining,3,2,Dine-In,Fresh Juice,Non-Alcoholic,Non-Alcoholic,1,8.00,8.00,,0.00,8.00,,0.00,GST,0.40,PST,0.00,0.40,0.00,0.00,Interac Debit,No,No,
1025,1025,2026-03-01,13:02:31,Maya C.,Main Dining,3,2,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Interac Debit,No,No,
1025,1025,2026-03-01,13:02:31,Maya C.,Main Dining,3,2,Dine-In,Shakshuka,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Interac Debit,No,No,
1025,1025,2026-03-01,13:02:31,Maya C.,Main Dining,3,2,Dine-In,Coastal Spritz,Cocktails,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,24.18,0.00,Interac Debit,No,No,
1026,1026,2026-03-01,12:32:18,Emma W.,Bar,30,2,Bar Tab,Shakshuka,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
1026,1026,2026-03-01,12:32:18,Emma W.,Bar,30,2,Bar Tab,Eggs Benedict Pacific,Brunch,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Visa,No,No,
1026,1026,2026-03-01,12:32:18,Emma W.,Bar,30,2,Bar Tab,Bottle — House White,Wine,Alcohol,1,52.00,52.00,,0.00,52.00,,0.00,GST,2.60,PST,5.20,7.80,0.00,0.00,Visa,No,No,
1026,1026,2026-03-01,12:32:18,Emma W.,Bar,30,2,Bar Tab,Eggs Benedict Pacific,Brunch,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,24.70,0.00,Visa,No,No,
1027,1027,2026-03-01,11:42:31,Jake T.,Main Dining,5,2,Dine-In,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,0.00,0.90,0.00,0.00,Amex,No,No,
1027,1027,2026-03-01,11:42:31,Jake T.,Main Dining,5,2,Dine-In,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,0.00,0.90,0.00,0.00,Amex,No,No,
1027,1027,2026-03-01,11:42:31,Jake T.,Main Dining,5,2,Dine-In,Old Fashioned,Cocktails,Alcohol,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,1.80,2.70,0.00,0.00,Amex,No,No,
1027,1027,2026-03-01,11:42:31,Jake T.,Main Dining,5,2,Dine-In,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,0.00,0.90,0.00,0.00,Amex,No,No,
1027,1027,2026-03-01,11:42:31,Jake T.,Main Dining,5,2,Dine-In,Kombucha,Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,13.52,0.00,Amex,No,No,
1028,1028,2026-03-01,12:49:05,Sarah M.,Main Dining,18,2,Dine-In,Eggs Benedict Pacific,Brunch,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Visa,No,No,
1028,1028,2026-03-01,12:49:05,Sarah M.,Main Dining,18,2,Dine-In,Paloma,Cocktails,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,0.00,0.00,Visa,No,No,
1028,1028,2026-03-01,12:49:05,Sarah M.,Main Dining,18,2,Dine-In,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,12.06,0.00,Visa,No,No,
1029,1029,2026-03-01,12:45:09,Sarah M.,Bar,30,1,Bar Tab,Smoked Salmon Bagel,Brunch,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Visa,No,No,
1029,1029,2026-03-01,12:45:09,Sarah M.,Bar,30,1,Bar Tab,Buttermilk Pancakes,Brunch,Food,1,18.00,22.00,,0.00,22.00,Extra Prawns (+$4.00),4.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Visa,No,No,
1029,1029,2026-03-01,12:45:09,Sarah M.,Bar,30,1,Bar Tab,Pilsner (draft),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,10.47,0.00,Visa,No,No,
1030,1030,2026-03-01,12:34:16,Sarah M.,Main Dining,19,4,Dine-In,Eggs Benedict Pacific,Brunch,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Gift Card,No,No,
1030,1030,2026-03-01,12:34:16,Sarah M.,Main Dining,19,4,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Gift Card,No,No,
1030,1030,2026-03-01,12:34:16,Sarah M.,Main Dining,19,4,Dine-In,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Gift Card,No,No,
1030,1030,2026-03-01,12:34:16,Sarah M.,Main Dining,19,4,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Gift Card,No,No,
1030,1030,2026-03-01,12:34:16,Sarah M.,Main Dining,19,4,Dine-In,Craft Lager (bottle),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,0.00,0.00,Gift Card,No,No,
1030,1030,2026-03-01,12:34:16,Sarah M.,Main Dining,19,4,Dine-In,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Gift Card,No,No,
1030,1030,2026-03-01,12:34:16,Sarah M.,Main Dining,19,4,Dine-In,Shakshuka,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Gift Card,No,No,
1030,1030,2026-03-01,12:34:16,Sarah M.,Main Dining,19,4,Dine-In,Cappuccino,Non-Alcoholic,Non-Alcoholic,1,6.50,6.50,,0.00,6.50,,0.00,GST,0.33,PST,0.00,0.33,29.02,0.00,Gift Card,No,No,
1031,1031,2026-03-01,12:18:29,Maya C.,Main Dining,17,2,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,27.00,,0.00,27.00,Side Truffle Fries (+$6.00),6.00,GST,1.35,PST,0.00,1.35,0.00,0.00,Mastercard,No,No,
1031,1031,2026-03-01,12:18:29,Maya C.,Main Dining,17,2,Dine-In,Paloma,Cocktails,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,0.00,0.00,Mastercard,No,No,
1031,1031,2026-03-01,12:18:29,Maya C.,Main Dining,17,2,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Mastercard,No,No,
1031,1031,2026-03-01,12:18:29,Maya C.,Main Dining,17,2,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,13.42,0.00,Mastercard,No,No,
1032,1032,2026-03-01,13:33:09,Maya C.,Main Dining,17,4,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Cash,No,No,
1032,1032,2026-03-01,13:33:09,Maya C.,Main Dining,17,4,Dine-In,Coastal Spritz,Cocktails,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,0.00,0.00,Cash,No,No,
1032,1032,2026-03-01,13:33:09,Maya C.,Main Dining,17,4,Dine-In,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Cash,No,No,
1032,1032,2026-03-01,13:33:09,Maya C.,Main Dining,17,4,Dine-In,Tuna Tartare,Appetizers,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Cash,No,No,
1032,1032,2026-03-01,13:33:09,Maya C.,Main Dining,17,4,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Cash,No,No,
1032,1032,2026-03-01,13:33:09,Maya C.,Main Dining,17,4,Dine-In,Glass — Chardonnay (BC),Wine,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,0.00,0.00,Cash,No,No,
1032,1032,2026-03-01,13:33:09,Maya C.,Main Dining,17,4,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Cash,No,No,
1032,1032,2026-03-01,13:33:09,Maya C.,Main Dining,17,4,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,25.00,0.00,Cash,No,No,
1033,1033,2026-03-01,13:18:26,Emma W.,Patio,27,2,Dine-In,West Coast Oysters (6pc),Appetizers,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Mastercard,No,No,
1033,1033,2026-03-01,13:18:26,Emma W.,Patio,27,2,Dine-In,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,0.00,0.90,0.00,0.00,Mastercard,No,No,
1033,1033,2026-03-01,13:18:26,Emma W.,Patio,27,2,Dine-In,Espresso,Non-Alcoholic,Non-Alcoholic,1,5.00,5.00,,0.00,5.00,,0.00,GST,0.25,PST,0.00,0.25,0.00,0.00,Mastercard,No,No,
1033,1033,2026-03-01,13:18:26,Emma W.,Patio,27,2,Dine-In,Shakshuka,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Mastercard,No,No,
1033,1033,2026-03-01,13:18:26,Emma W.,Patio,27,2,Dine-In,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Mastercard,No,No,
1033,1033,2026-03-01,13:18:26,Emma W.,Patio,27,2,Dine-In,Espresso Martini,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,22.63,0.00,Mastercard,No,No,
1035,1035,2026-03-01,13:43:06,Sarah M.,Main Dining,1,2,Dine-In,Shakshuka,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
1035,1035,2026-03-01,13:43:06,Sarah M.,Main Dining,1,2,Dine-In,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,0.00,0.90,0.00,0.00,Visa,No,No,
1035,1035,2026-03-01,13:43:06,Sarah M.,Main Dining,1,2,Dine-In,Bottle — House Red,Wine,Alcohol,1,56.00,56.00,,0.00,56.00,,0.00,GST,2.80,PST,5.60,8.40,0.00,0.00,Visa,No,No,
1035,1035,2026-03-01,13:43:06,Sarah M.,Main Dining,1,2,Dine-In,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
1035,1035,2026-03-01,13:43:06,Sarah M.,Main Dining,1,2,Dine-In,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,0.00,0.90,0.00,0.00,Visa,No,No,
1035,1035,2026-03-01,13:43:06,Sarah M.,Main Dining,1,2,Dine-In,Old Fashioned,Cocktails,Alcohol,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,1.80,2.70,26.46,0.00,Visa,No,No,
1036,1036,2026-03-01,12:19:10,Maya C.,Main Dining,19,2,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,21.00,Loyalty 10%,-2.10,18.90,,0.00,GST,0.94,PST,0.00,0.94,0.00,0.00,Interac Debit,No,No,
1036,1036,2026-03-01,12:19:10,Maya C.,Main Dining,19,2,Dine-In,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,Loyalty 10%,-1.80,16.20,,0.00,GST,0.81,PST,0.00,0.81,0.00,0.00,Interac Debit,No,No,
1036,1036,2026-03-01,12:19:10,Maya C.,Main Dining,19,2,Dine-In,Tuna Tartare,Appetizers,Food,1,22.00,22.00,Loyalty 10%,-2.20,19.80,,0.00,GST,0.99,PST,0.00,0.99,0.00,0.00,Interac Debit,No,No,
1036,1036,2026-03-01,12:19:10,Maya C.,Main Dining,19,2,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,23.00,Loyalty 10%,-2.30,20.70,Sub Caesar Salad (+$2.00),2.00,GST,1.03,PST,0.00,1.03,0.00,0.00,Interac Debit,No,No,
1036,1036,2026-03-01,12:19:10,Maya C.,Main Dining,19,2,Dine-In,Paloma,Cocktails,Alcohol,1,16.00,16.00,Loyalty 10%,-1.60,14.40,,0.00,GST,0.72,PST,1.44,2.16,21.00,0.00,Interac Debit,No,No,
1037,1037,2026-03-01,13:51:18,Jake T.,Cash Register,,1,Takeout,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,0.00,0.90,0.00,0.00,Interac Debit,No,No,
1037,1037,2026-03-01,13:51:18,Jake T.,Cash Register,,1,Takeout,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Interac Debit,No,No,
1037,1037,2026-03-01,13:51:18,Jake T.,Cash Register,,1,Takeout,Glass — Sauvignon Blanc (NZ),Wine,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,3.37,0.00,Interac Debit,No,No,
1038,1038,2026-03-01,10:51:08,Jake T.,Cash Register,,1,Takeout,Shakshuka,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Mastercard,No,No,
1038,1038,2026-03-01,10:51:08,Jake T.,Cash Register,,1,Takeout,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,0.00,0.90,4.19,0.00,Mastercard,No,No,
1039,1039,2026-03-01,10:57:55,Maya C.,Patio,26,2,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
1039,1039,2026-03-01,10:57:55,Maya C.,Patio,26,2,Dine-In,Shakshuka,Brunch,Food,1,19.00,21.00,,0.00,21.00,Add Egg (+$2.00),2.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Visa,No,No,
1039,1039,2026-03-01,10:57:55,Maya C.,Patio,26,2,Dine-In,Local IPA (draft),Beer,Alcohol,1,10.00,10.00,,0.00,10.00,,0.00,GST,0.50,PST,1.00,1.50,0.00,0.00,Visa,No,No,
1039,1039,2026-03-01,10:57:55,Maya C.,Patio,26,2,Dine-In,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,0.00,0.90,0.00,0.00,Visa,No,No,
1039,1039,2026-03-01,10:57:55,Maya C.,Patio,26,2,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,14.39,0.00,Visa,No,No,
1040,1040,2026-03-01,10:11:02,Jake T.,Patio,22,2,Dine-In,Tuna Tartare,Appetizers,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Visa,No,No,
1040,1040,2026-03-01,10:11:02,Jake T.,Patio,22,2,Dine-In,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
1040,1040,2026-03-01,10:11:02,Jake T.,Patio,22,2,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Visa,No,No,
1040,1040,2026-03-01,10:11:02,Jake T.,Patio,22,2,Dine-In,Espresso Martini,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,14.75,0.00,Visa,No,No,
1041,1041,2026-03-01,13:50:41,Sarah M.,Patio,25,2,Dine-In,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Amex,No,No,
1041,1041,2026-03-01,13:50:41,Sarah M.,Patio,25,2,Dine-In,Glass — Chardonnay (BC),Wine,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,0.00,0.00,Amex,No,No,
1041,1041,2026-03-01,13:50:41,Sarah M.,Patio,25,2,Dine-In,West Coast Oysters (6pc),Appetizers,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Amex,No,No,
1041,1041,2026-03-01,13:50:41,Sarah M.,Patio,25,2,Dine-In,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,17.74,0.00,Amex,No,No,
1042,1042,2026-03-01,13:21:57,Jake T.,Main Dining,5,2,Dine-In,Eggs Benedict Pacific,Brunch,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Visa,No,No,
1042,1042,2026-03-01,13:21:57,Jake T.,Main Dining,5,2,Dine-In,Shakshuka,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
1042,1042,2026-03-01,13:21:57,Jake T.,Main Dining,5,2,Dine-In,West Coast Oysters (6pc),Appetizers,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Visa,No,No,
1042,1042,2026-03-01,13:21:57,Jake T.,Main Dining,5,2,Dine-In,Shakshuka,Brunch,Food,1,19.00,21.00,,0.00,21.00,Sub Caesar Salad (+$2.00),2.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Visa,No,No,
1042,1042,2026-03-01,13:21:57,Jake T.,Main Dining,5,2,Dine-In,Craft Lager (bottle),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,20.52,0.00,Visa,No,No,
1043,1043,2026-03-01,13:06:50,Sarah M.,Bar,31,2,Bar Tab,Tuna Tartare,Appetizers,Food,1,22.00,22.00,,0.00,22.00,,0.00,GST,1.10,PST,0.00,1.10,0.00,0.00,Visa,No,No,
1043,1043,2026-03-01,13:06:50,Sarah M.,Bar,31,2,Bar Tab,Eggs Benedict Pacific,Brunch,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Visa,No,No,
1043,1043,2026-03-01,13:06:50,Sarah M.,Bar,31,2,Bar Tab,Espresso,Non-Alcoholic,Non-Alcoholic,1,5.00,5.00,,0.00,5.00,,0.00,GST,0.25,PST,0.00,0.25,0.00,0.00,Visa,No,No,
1043,1043,2026-03-01,13:06:50,Sarah M.,Bar,31,2,Bar Tab,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
1043,1043,2026-03-01,13:06:50,Sarah M.,Bar,31,2,Bar Tab,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
1043,1043,2026-03-01,13:06:50,Sarah M.,Bar,31,2,Bar Tab,Espresso Martini,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,21.78,0.00,Visa,No,No,
1044,1044,2026-03-01,10:29:54,Emma W.,Bar,30,2,Dine-In,Eggs Benedict Pacific,Brunch,Food,1,24.00,28.00,,0.00,28.00,Extra Prawns (+$4.00),4.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Mastercard,No,No,
1044,1044,2026-03-01,10:29:54,Emma W.,Bar,30,2,Dine-In,Negroni,Cocktails,Alcohol,1,17.00,17.00,,0.00,17.00,,0.00,GST,0.85,PST,1.70,2.55,0.00,0.00,Mastercard,No,No,
1044,1044,2026-03-01,10:29:54,Emma W.,Bar,30,2,Dine-In,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Mastercard,No,No,
1044,1044,2026-03-01,10:29:54,Emma W.,Bar,30,2,Dine-In,Cappuccino,Non-Alcoholic,Non-Alcoholic,1,6.50,6.50,,0.00,6.50,,0.00,GST,0.33,PST,0.00,0.33,11.00,0.00,Mastercard,No,No,
1045,1045,2026-03-01,12:23:35,Maya C.,Main Dining,14,2,Dine-In,Local IPA (draft),Beer,Alcohol,1,10.00,10.00,,0.00,10.00,,0.00,GST,0.50,PST,1.00,1.50,0.00,0.00,Cash,No,No,
1045,1045,2026-03-01,12:23:35,Maya C.,Main Dining,14,2,Dine-In,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,0.00,0.90,0.00,0.00,Cash,No,No,
1045,1045,2026-03-01,12:23:35,Maya C.,Main Dining,14,2,Dine-In,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,0.00,0.90,0.00,0.00,Cash,No,No,
1045,1045,2026-03-01,12:23:35,Maya C.,Main Dining,14,2,Dine-In,Glass — Cabernet Sauvignon,Wine,Alcohol,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,1.80,2.70,15.00,0.00,Cash,No,No,
1046,1046,2026-03-01,13:29:39,David L.,Bar,29,2,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Visa,No,No,
1046,1046,2026-03-01,13:29:39,David L.,Bar,29,2,Dine-In,Bottle — House Red,Wine,Alcohol,1,56.00,56.00,,0.00,56.00,,0.00,GST,2.80,PST,5.60,8.40,0.00,0.00,Visa,No,No,
1046,1046,2026-03-01,13:29:39,David L.,Bar,29,2,Dine-In,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,0.00,0.90,0.00,0.00,Visa,No,No,
1046,1046,2026-03-01,13:29:39,David L.,Bar,29,2,Dine-In,Glass — Chardonnay (BC),Wine,Alcohol,1,16.00,16.00,,0.00,16.00,,0.00,GST,0.80,PST,1.60,2.40,20.25,0.00,Visa,No,No,
1047,1047,2026-03-01,12:25:38,Jake T.,Main Dining,5,2,Dine-In,Burrata & Heirloom Tomato,Appetizers,Food,1,19.00,25.00,,0.00,25.00,Side Truffle Fries (+$6.00),6.00,GST,1.25,PST,0.00,1.25,0.00,0.00,Visa,No,No,
1047,1047,2026-03-01,12:25:38,Jake T.,Main Dining,5,2,Dine-In,Buttermilk Pancakes,Brunch,Food,1,18.00,18.00,,0.00,18.00,,0.00,GST,0.90,PST,0.00,0.90,0.00,0.00,Visa,No,No,
1047,1047,2026-03-01,12:25:38,Jake T.,Main Dining,5,2,Dine-In,Craft Lager (bottle),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,0.00,0.00,Visa,No,No,
1047,1047,2026-03-01,12:25:38,Jake T.,Main Dining,5,2,Dine-In,Avocado Toast,Brunch,Food,1,19.00,19.00,,0.00,19.00,,0.00,GST,0.95,PST,0.00,0.95,0.00,0.00,Visa,No,No,
1047,1047,2026-03-01,12:25:38,Jake T.,Main Dining,5,2,Dine-In,Eggs Benedict Pacific,Brunch,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Visa,No,No,
1047,1047,2026-03-01,12:25:38,Jake T.,Main Dining,5,2,Dine-In,Kombucha,Non-Alcoholic,Non-Alcoholic,1,7.00,7.00,,0.00,7.00,,0.00,GST,0.35,PST,0.00,0.35,17.91,0.00,Visa,No,No,
1048,1048,2026-03-01,11:23:07,Jake T.,Patio,23,2,Dine-In,West Coast Oysters (6pc),Appetizers,Food,1,24.00,28.00,,0.00,28.00,Extra Prawns (+$4.00),4.00,GST,1.40,PST,0.00,1.40,0.00,0.00,Interac Debit,No,No,
1048,1048,2026-03-01,11:23:07,Jake T.,Patio,23,2,Dine-In,Eggs Benedict Pacific,Brunch,Food,1,24.00,24.00,,0.00,24.00,,0.00,GST,1.20,PST,0.00,1.20,0.00,0.00,Interac Debit,No,No,
1048,1048,2026-03-01,11:23:07,Jake T.,Patio,23,2,Dine-In,Espresso,Non-Alcoholic,Non-Alcoholic,1,5.00,5.00,,0.00,5.00,,0.00,GST,0.25,PST,0.00,0.25,0.00,0.00,Interac Debit,No,No,
1048,1048,2026-03-01,11:23:07,Jake T.,Patio,23,2,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Interac Debit,No,No,
1048,1048,2026-03-01,11:23:07,Jake T.,Patio,23,2,Dine-In,Pilsner (draft),Beer,Alcohol,1,9.00,9.00,,0.00,9.00,,0.00,GST,0.45,PST,0.90,1.35,19.05,0.00,Interac Debit,No,No,
1049,1049,2026-03-01,11:32:05,Maya C.,Main Dining,8,2,Dine-In,Smoked Salmon Bagel,Brunch,Food,1,21.00,21.00,,0.00,21.00,,0.00,GST,1.05,PST,0.00,1.05,0.00,0.00,Mastercard,No,No,
