Receipt_ID,Creation_Date,Created_By,Product_ID,Item_Name,Kitchen_Name,Status,Tax_Exclusive_Price,Tax_Inclusive_Price,Amount,Tax_Percentage,Tax_Amount,Total_Price,Total_Tax_Excl_Price,Category,Category_Type,Seat_Number,Course_Number,PLU,Extra
R000023.01,2026-03-01 13:29:00,Sarah M.,P-8001,Eggs Benedict (Salmon),BENE-SAL,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Brunch,Food,2,1,8001,
R000023.01,2026-03-01 13:39:00,Sarah M.,P-7004,Matcha Latte,MTCH-LAT,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,3,1,7004,
R000023.01,2026-03-01 13:34:00,Sarah M.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,4,1,8005,
R000023.01,2026-03-01 13:30:00,Sarah M.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7003,
R000023.01,2026-03-01 13:36:00,Sarah M.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,2,1,8004,
R000023.01,2026-03-01 13:39:00,Sarah M.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,3,1,8005,
R000023.01,2026-03-01 13:33:00,Sarah M.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,4,1,8003,
R000023.01,2026-03-01 13:29:00,Sarah M.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,1,1,8003,
R000023.01,2026-03-01 13:30:00,Sarah M.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,2,1,7002,
R000023.01,2026-03-01 13:30:00,Sarah M.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,3,1,8005,
R000023.01,2026-03-01 13:33:00,Sarah M.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,4,1,7003,
R000024.01,2026-03-01 11:39:00,James L.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,1,1,1007,
R000024.01,2026-03-01 11:34:00,James L.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,2,1,8003,
R000024.01,2026-03-01 11:33:00,James L.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7003,
R000024.01,2026-03-01 11:39:00,James L.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7001,
R000024.01,2026-03-01 11:34:00,James L.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,1,1,8004,
R000024.01,2026-03-01 11:40:00,James L.,P-8001,Eggs Benedict (Salmon),BENE-SAL,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Brunch,Food,2,1,8001,
R000025.01,2026-03-01 13:17:00,Sarah M.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,1,1,8003,
R000025.01,2026-03-01 13:18:00,Sarah M.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7003,
R000025.01,2026-03-01 13:19:00,Sarah M.,P-7004,Matcha Latte,MTCH-LAT,Sent,7.00,7.35,1,5.0,0.35,7.35,7.00,Non-Alcoholic,Beverage,1,1,7004,
R000025.01,2026-03-01 13:17:00,Sarah M.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,2,1,1006,
R000025.01,2026-03-01 13:22:00,Sarah M.,P-8002,Japanese Souffle Pancakes,SOUF-PAN,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Brunch,Food,1,1,8002,
R000025.01,2026-03-01 13:22:00,Sarah M.,P-7004,Matcha Latte,MTCH-LAT,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,2,1,7004,
R000026.01,2026-03-01 12:57:00,James L.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,1,1,1002,
R000026.01,2026-03-01 12:51:00,James L.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,36.00,37.80,1,5.0,1.80,37.80,36.00,Brunch,Food,2,1,8004,
R000026.01,2026-03-01 12:53:00,James L.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,1,1,8004,
R000026.01,2026-03-01 12:52:00,James L.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,2,1,8005,
R000026.01,2026-03-01 12:51:00,James L.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,1,1,8005,
R000026.01,2026-03-01 12:50:00,James L.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7001,
R000026.01,2026-03-01 12:57:00,James L.,P-7004,Matcha Latte,MTCH-LAT,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,1,1,7004,
R000027.01,2026-03-01 11:45:00,James L.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,1,1,8004,
R000027.01,2026-03-01 11:48:00,James L.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,2,1,7002,
R000027.01,2026-03-01 11:50:00,James L.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,3,1,7002,
R000027.01,2026-03-01 11:45:00,James L.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7003,
R000027.01,2026-03-01 11:50:00,James L.,P-7001,Sparkling Water,SPARK-W,Sent,0.00,0.00,1,5.0,0.00,0.00,0.00,Non-Alcoholic,Beverage,2,1,7001,
R000027.01,2026-03-01 11:50:00,James L.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,3,1,1007,
R000027.01,2026-03-01 11:42:00,James L.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7003,
R000027.01,2026-03-01 11:43:00,James L.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7001,
R000028.01,2026-03-01 13:07:00,Sarah M.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,1,1,1007,
R000028.01,2026-03-01 13:04:00,Sarah M.,P-8002,Japanese Souffle Pancakes,SOUF-PAN,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Brunch,Food,2,1,8002,
R000028.01,2026-03-01 13:11:00,Sarah M.,P-7004,Matcha Latte,MTCH-LAT,Sent,7.00,7.35,1,5.0,0.35,7.35,7.00,Non-Alcoholic,Beverage,1,1,7004,
R000028.01,2026-03-01 13:11:00,Sarah M.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,2,1,1002,
R000028.01,2026-03-01 13:05:00,Sarah M.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,1,1,8004,
R000028.01,2026-03-01 13:06:00,Sarah M.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,2,1,7002,
R000029.01,2026-03-01 13:00:00,Mika T.,P-8001,Eggs Benedict (Salmon),BENE-SAL,Sent,28.00,29.40,1,5.0,1.40,29.40,28.00,Brunch,Food,1,1,8001,
R000029.01,2026-03-01 12:53:00,Mika T.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,2,1,8003,
R000029.01,2026-03-01 12:58:00,Mika T.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,3,1,7001,
R000029.01,2026-03-01 12:54:00,Mika T.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,1,1,1002,
R000029.01,2026-03-01 12:58:00,Mika T.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,2,1,8003,
R000029.01,2026-03-01 12:57:00,Mika T.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,3,1,7002,
R000029.01,2026-03-01 12:52:00,Mika T.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,1,1,1002,
R000029.01,2026-03-01 13:00:00,Mika T.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,2,1,8004,
R000029.01,2026-03-01 12:51:00,Mika T.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,3,1,7003,
R000030.01,2026-03-01 11:50:00,Dylan R.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,1,1,1005,
R000030.01,2026-03-01 11:49:00,Dylan R.,P-8001,Eggs Benedict (Salmon),BENE-SAL,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Brunch,Food,2,1,8001,
R000030.01,2026-03-01 11:49:00,Dylan R.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7001,
R000030.01,2026-03-01 11:54:00,Dylan R.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,2,1,8003,
R000031.01,2026-03-01 11:44:00,Priya S.,P-1002,Hamachi Crudo,HAM-CRUD,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Appetizers,Food,1,1,1002,
R000031.01,2026-03-01 11:46:00,Priya S.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,2,1,8005,
R000031.01,2026-03-01 11:41:00,Priya S.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,1,1,8005,
R000031.01,2026-03-01 11:48:00,Priya S.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,2,1,7002,
R000031.01,2026-03-01 11:42:00,Priya S.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,1,1,1007,
R000031.01,2026-03-01 11:44:00,Priya S.,P-8002,Japanese Souffle Pancakes,SOUF-PAN,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Brunch,Food,2,1,8002,
R000031.01,2026-03-01 11:47:00,Priya S.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,1,1,8005,
R000032.01,2026-03-01 12:08:00,Dylan R.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,1,1,8003,
R000032.01,2026-03-01 12:07:00,Dylan R.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7003,
R000032.01,2026-03-01 12:02:00,Dylan R.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,3,1,8004,
R000032.01,2026-03-01 12:07:00,Dylan R.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,4,1,8005,
R000032.01,2026-03-01 12:08:00,Dylan R.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7001,
R000032.01,2026-03-01 12:00:00,Dylan R.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,2,1,1006,
R000032.01,2026-03-01 12:00:00,Dylan R.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,3,1,8005,
R000032.01,2026-03-01 12:08:00,Dylan R.,P-8001,Eggs Benedict (Salmon),BENE-SAL,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Brunch,Food,4,1,8001,
R000032.01,2026-03-01 12:04:00,Dylan R.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7003,
R000033.01,2026-03-01 13:40:00,Olivia C.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,36.00,37.80,1,5.0,1.80,37.80,36.00,Brunch,Food,1,1,8004,
R000033.01,2026-03-01 13:32:00,Olivia C.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,2,1,8004,
R000033.01,2026-03-01 13:36:00,Olivia C.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,1,1,7002,
R000033.01,2026-03-01 13:38:00,Olivia C.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,0.00,0.00,1,5.0,0.00,0.00,0.00,Brunch,Food,2,1,8004,
R000033.01,2026-03-01 13:33:00,Olivia C.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,1,1,8005,
R000033.01,2026-03-01 13:33:00,Olivia C.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,6.80,7.14,1,5.0,0.34,7.14,6.80,Non-Alcoholic,Beverage,2,1,7002,
R000033.01,2026-03-01 13:38:00,Olivia C.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7003,
R000033.01,2026-03-01 13:38:00,Olivia C.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,2,1,7002,
R000034.01,2026-03-01 11:54:00,Priya S.,P-8002,Japanese Souffle Pancakes,SOUF-PAN,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Brunch,Food,1,1,8002,
R000034.01,2026-03-01 11:56:00,Priya S.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,2,1,7002,
R000034.01,2026-03-01 11:54:00,Priya S.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,3,1,7001,
R000034.01,2026-03-01 11:52:00,Priya S.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,4,1,8005,
R000034.01,2026-03-01 11:52:00,Priya S.,P-8002,Japanese Souffle Pancakes,SOUF-PAN,Sent,22.00,23.10,1,5.0,1.10,23.10,22.00,Brunch,Food,5,1,8002,
R000034.01,2026-03-01 12:01:00,Priya S.,P-8001,Eggs Benedict (Salmon),BENE-SAL,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Brunch,Food,6,1,8001,
R000034.01,2026-03-01 11:53:00,Priya S.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,1,1,8005,
R000034.01,2026-03-01 11:57:00,Priya S.,P-8001,Eggs Benedict (Salmon),BENE-SAL,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Brunch,Food,2,1,8001,
R000034.01,2026-03-01 12:01:00,Priya S.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,3,1,7001,
R000034.01,2026-03-01 11:55:00,Priya S.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,4,1,7001,
R000034.01,2026-03-01 11:57:00,Priya S.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,5,1,8004,
R000034.01,2026-03-01 11:57:00,Priya S.,P-8001,Eggs Benedict (Salmon),BENE-SAL,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Brunch,Food,6,1,8001,
R000034.01,2026-03-01 11:53:00,Priya S.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,1,1,8005,
R000034.01,2026-03-01 11:58:00,Priya S.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7003,
R000034.01,2026-03-01 11:53:00,Priya S.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,3,1,8004,
R000035.01,2026-03-01 12:47:00,Olivia C.,P-1005,Miso Glazed Eggplant,MISO-EGG,Sent,16.00,16.80,1,5.0,0.80,16.80,16.00,Appetizers,Food,1,1,1005,
R000035.01,2026-03-01 12:44:00,Olivia C.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,2,1,8003,
R000035.01,2026-03-01 12:45:00,Olivia C.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,1,1,8005,
R000035.01,2026-03-01 12:46:00,Olivia C.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7001,
R000035.01,2026-03-01 12:44:00,Olivia C.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,23.00,24.15,1,5.0,1.15,24.15,23.00,Appetizers,Food,1,1,1007,
R000035.01,2026-03-01 12:45:00,Olivia C.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,2,1,8003,
R000035.01,2026-03-01 12:38:00,Olivia C.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,7.20,7.56,1,5.0,0.36,7.56,7.20,Non-Alcoholic,Beverage,1,1,7002,
R000036.01,2026-03-01 12:21:00,Olivia C.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,1,1,8004,
R000036.01,2026-03-01 12:19:00,Olivia C.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,2,1,8003,
R000036.01,2026-03-01 12:19:00,Olivia C.,P-7004,Matcha Latte,MTCH-LAT,Sent,7.00,7.35,1,5.0,0.35,7.35,7.00,Non-Alcoholic,Beverage,1,1,7004,
R000036.01,2026-03-01 12:13:00,Olivia C.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,2,1,8004,
R000036.01,2026-03-01 12:23:00,Olivia C.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,1,1,7002,
R000036.01,2026-03-01 12:13:00,Olivia C.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7001,
R000037.01,2026-03-01 11:56:00,James L.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,1,1,8003,
R000037.01,2026-03-01 11:47:00,James L.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,2,1,8005,
R000037.01,2026-03-01 11:52:00,James L.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,3,1,8003,
R000037.01,2026-03-01 11:52:00,James L.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,4,1,7003,
R000037.01,2026-03-01 11:49:00,James L.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,1,1,8003,
R000037.01,2026-03-01 11:48:00,James L.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,2,1,8005,
R000037.01,2026-03-01 11:46:00,James L.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,3,1,7003,
R000037.01,2026-03-01 11:49:00,James L.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,4,1,8005,
R000037.01,2026-03-01 11:50:00,James L.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,1,1,8005,
R000038.01,2026-03-01 13:27:00,Olivia C.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,1,1,8003,
R000038.01,2026-03-01 13:25:00,Olivia C.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,2,1,8005,
R000038.01,2026-03-01 13:28:00,Olivia C.,P-1007,Tempura Spot Prawns,TEMP-PRW,Sent,20.70,21.73,1,5.0,1.03,21.73,20.70,Appetizers,Food,1,1,1007,
R000039.01,2026-03-01 13:03:00,Olivia C.,P-8001,Eggs Benedict (Salmon),BENE-SAL,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Brunch,Food,1,1,8001,
R000039.01,2026-03-01 12:55:00,Olivia C.,P-7002,Fresh Juice (Seasonal),JUICE,Sent,8.00,8.40,1,5.0,0.40,8.40,8.00,Non-Alcoholic,Beverage,2,1,7002,
R000039.01,2026-03-01 12:59:00,Olivia C.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,3,1,8005,
R000039.01,2026-03-01 13:04:00,Olivia C.,P-7004,Matcha Latte,MTCH-LAT,Sent,7.00,7.35,1,5.0,0.35,7.35,7.00,Non-Alcoholic,Beverage,4,1,7004,
R000039.01,2026-03-01 13:02:00,Olivia C.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,1,1,8004,
R000039.01,2026-03-01 13:04:00,Olivia C.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,2,1,8003,
R000039.01,2026-03-01 13:00:00,Olivia C.,P-8004,Wagyu Steak & Eggs,WAG-EGG,Sent,32.00,33.60,1,5.0,1.60,33.60,32.00,Brunch,Food,3,1,8004,
R000039.01,2026-03-01 12:59:00,Olivia C.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,4,1,7001,
R000039.01,2026-03-01 12:55:00,Olivia C.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7001,
R000040.01,2026-03-01 12:46:00,Mika T.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,1,1,8005,
R000040.01,2026-03-01 12:48:00,Mika T.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7003,
R000040.01,2026-03-01 12:38:00,Mika T.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,1,1,8005,
R000040.01,2026-03-01 12:41:00,Mika T.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,2,1,1006,
R000040.01,2026-03-01 12:48:00,Mika T.,P-8001,Eggs Benedict (Salmon),BENE-SAL,Sent,24.00,25.20,1,5.0,1.20,25.20,24.00,Brunch,Food,1,1,8001,
R000040.01,2026-03-01 12:39:00,Mika T.,P-7004,Matcha Latte,MTCH-LAT,Sent,7.00,7.35,1,5.0,0.35,7.35,7.00,Non-Alcoholic,Beverage,2,1,7004,
R000040.01,2026-03-01 12:46:00,Mika T.,P-7004,Matcha Latte,MTCH-LAT,Sent,7.00,7.35,1,5.0,0.35,7.35,7.00,Non-Alcoholic,Beverage,1,1,7004,
R000040.01,2026-03-01 12:47:00,Mika T.,P-7001,Sparkling Water,SPARK-W,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,2,1,7001,
R000041.01,2026-03-01 12:15:00,Sarah M.,P-1006,Burrata & Heirloom Tomato,BURR-TOM,Sent,19.00,19.95,1,5.0,0.95,19.95,19.00,Appetizers,Food,1,1,1006,
R000041.01,2026-03-01 12:18:00,Sarah M.,P-8005,Mimosa,MIMOSA,Sent,12.00,13.80,1,15.0,1.80,13.80,12.00,Brunch,Beverage,2,1,8005,
R000041.01,2026-03-01 12:12:00,Sarah M.,P-7003,Espresso,ESPRES,Sent,5.00,5.25,1,5.0,0.25,5.25,5.00,Non-Alcoholic,Beverage,1,1,7003,
R000041.01,2026-03-01 12:10:00,Sarah M.,P-8003,Avocado Toast & Poached Eggs,AVO-TST,Sent,20.00,21.00,1,5.0,1.00,21.00,20.00,Brunch,Food,2,1,8003,
