Platform,Order_ID,Order_Date,Order_Status,Dining_Mode,Gross_Sales,Tax,GST,PST,Tip,Commission_Amount,Commission_Rate,Marketing_Fee,Promo_Cost_Restaurant,Promo_Cost_Platform,Service_Fee,Adjustments,Net_Payout,Payout_Date,Item_Count,Customer_Type,Prep_Time_Minutes,Delivery_Time_Minutes,Customer_Rating,POS_Transaction_ID
Uber Eats,UE-00000283,2026-03-28 16:38:00,Completed,Delivery,132.00,15.84,6.60,9.24,6.00,-39.60,0.30,-1.50,-0.00,1.00,-1.48,0.00,106.26,2026-03-31,5,New,23.0,25.3,5.0,
Uber Eats,UE-00000284,2026-03-28 16:54:00,Completed,Delivery,70.00,8.40,3.50,4.90,0.00,-21.00,0.30,-0.00,-2.00,2.00,-1.31,0.00,56.09,2026-04-01,4,Returning,31.8,23.7,4.0,
DoorDash,DD-00000191,2026-03-28 17:10:00,Completed,Delivery,55.00,6.60,2.75,3.85,3.00,-13.75,0.25,-0.00,-3.00,0.00,-0.89,0.00,43.96,2026-04-03,2,Returning,33.8,19.8,4.5,
Uber Eats,UE-00000285,2026-03-28 14:50:00,Completed,Delivery,114.00,13.68,5.70,7.98,3.00,-34.20,0.30,-3.00,-0.00,0.00,-1.09,0.00,89.39,2026-03-31,4,Returning,25.5,36.7,5.0,
DoorDash,DD-00000192,2026-03-28 14:33:00,Completed,Delivery,156.00,18.72,7.80,10.92,5.00,-39.00,0.25,-3.00,-5.00,1.00,-0.97,0.00,127.75,2026-04-03,5,Returning,29.8,49.4,5.0,
Uber Eats,UE-00000286,2026-03-28 16:41:00,Completed,Delivery,63.00,7.56,3.15,4.41,6.00,-18.90,0.30,-0.00,-5.00,2.00,-1.33,0.00,47.33,2026-04-03,4,Returning,23.3,24.5,4.5,
Uber Eats,UE-00000287,2026-03-28 13:04:00,Completed,Delivery,37.00,4.44,1.85,2.59,5.00,-11.10,0.30,-0.00,-0.00,0.00,-1.30,0.00,29.04,2026-04-01,3,Returning,15.6,27.6,5.0,
DoorDash,DD-00000193,2026-03-28 21:00:00,Completed,Delivery,62.00,7.44,3.10,4.34,2.00,-15.50,0.25,-0.00,-3.00,0.00,-1.50,0.00,49.44,2026-04-01,4,Returning,18.2,36.8,,
Uber Eats,UE-00000288,2026-03-29 15:32:00,Completed,Delivery,103.00,12.36,5.15,7.21,3.00,-30.90,0.30,-0.00,-5.00,0.00,-1.02,0.00,78.44,2026-04-02,3,New,28.2,49.3,4.5,
Uber Eats,UE-00000289,2026-03-29 13:34:00,Completed,Delivery,54.00,6.48,2.70,3.78,0.00,-16.20,0.30,-3.00,-2.00,0.00,-0.67,0.00,38.61,2026-04-01,2,New,20.4,34.0,4.5,
Uber Eats,UE-00000290,2026-03-29 12:16:00,Completed,Delivery,63.00,7.56,3.15,4.41,2.00,-18.90,0.30,-0.00,-0.00,2.00,-1.31,0.00,52.35,2026-04-01,3,Returning,16.1,32.4,5.0,
Uber Eats,UE-00000291,2026-03-29 11:51:00,Completed,Delivery,44.00,5.28,2.20,3.08,0.00,-13.20,0.30,-1.50,-0.00,0.00,-1.06,0.00,33.52,2026-04-05,2,Returning,32.9,44.2,,
Uber Eats,UE-00000292,2026-03-29 17:45:00,Completed,Delivery,77.00,9.24,3.85,5.39,0.00,-23.10,0.30,-0.00,-3.00,1.00,-1.07,0.00,60.07,2026-04-02,4,New,26.6,22.9,4.5,
Uber Eats,UE-00000293,2026-03-29 17:56:00,Completed,Delivery,25.00,3.00,1.25,1.75,3.00,-7.50,0.30,-0.00,-0.00,0.00,-1.35,0.00,19.15,2026-04-04,3,Returning,19.1,26.3,4.5,
DoorDash,DD-00000194,2026-03-29 17:14:00,Completed,Delivery,46.00,5.52,2.30,3.22,4.00,-11.50,0.25,-0.00,-2.00,0.00,-1.19,0.00,36.83,2026-04-01,2,New,20.0,44.0,4.5,
DoorDash,DD-00000195,2026-03-29 14:11:00,Canceled,Delivery,31.00,3.72,1.55,2.17,4.00,-7.75,0.25,-0.00,-2.00,2.00,-1.10,0.00,0.00,2026-04-02,3,New,12.4,47.0,,
Uber Eats,UE-00000294,2026-03-29 13:48:00,Completed,Delivery,51.00,6.12,2.55,3.57,4.00,-15.30,0.30,-0.00,-5.00,0.00,-1.07,0.00,35.75,2026-04-01,3,Returning,25.1,25.1,5.0,
Uber Eats,UE-00000295,2026-03-29 20:30:00,Completed,Delivery,109.00,13.08,5.45,7.63,5.00,-32.70,0.30,-0.00,-5.00,0.00,-0.68,0.00,83.70,2026-04-01,4,Returning,21.2,43.3,,
Uber Eats,UE-00000296,2026-03-29 16:22:00,Completed,Delivery,40.00,4.80,2.00,2.80,5.00,-12.00,0.30,-2.00,-3.00,0.00,-1.16,0.00,26.64,2026-04-04,2,Returning,13.1,49.0,5.0,
DoorDash,DD-00000196,2026-03-29 15:44:00,Completed,Delivery,99.00,11.88,4.95,6.93,2.00,-24.75,0.25,-3.00,-0.00,1.00,-1.22,0.00,82.91,2026-04-05,4,New,25.7,22.5,5.0,
Uber Eats,UE-00000297,2026-03-29 17:54:00,Completed,Delivery,71.00,8.52,3.55,4.97,3.00,-21.30,0.30,-0.00,-0.00,2.00,-1.30,0.00,58.92,2026-04-02,3,Returning,26.0,49.8,4.5,
Uber Eats,UE-00000298,2026-03-29 12:53:00,Completed,Delivery,32.00,3.84,1.60,2.24,2.00,-9.60,0.30,-0.00,-0.00,1.00,-0.91,0.00,26.33,2026-04-02,2,Returning,34.5,27.8,,
Uber Eats,UE-00000299,2026-03-29 12:55:00,Completed,Delivery,64.00,7.68,3.20,4.48,2.00,-19.20,0.30,-0.00,-0.00,2.00,-1.42,0.00,53.06,2026-04-02,3,Returning,18.0,46.3,4.5,
DoorDash,DD-00000197,2026-03-30 16:14:00,Completed,Delivery,97.00,11.64,4.85,6.79,6.00,-24.25,0.25,-0.00,-3.00,0.00,-1.13,0.00,80.26,2026-04-06,3,Returning,29.7,48.3,4.5,
Uber Eats,UE-00000300,2026-03-30 18:21:00,Completed,Delivery,76.00,9.12,3.80,5.32,5.00,-22.80,0.30,-0.00,-5.00,1.00,-1.38,0.00,56.94,2026-04-02,3,New,29.2,34.3,5.0,
Uber Eats,UE-00000301,2026-03-30 18:00:00,Completed,Delivery,49.00,5.88,2.45,3.43,0.00,-14.70,0.30,-1.50,-0.00,0.00,-1.13,0.00,37.55,2026-04-04,2,Returning,34.9,20.0,4.0,
Uber Eats,UE-00000302,2026-03-30 13:28:00,Completed,Delivery,82.00,9.84,4.10,5.74,5.00,-24.60,0.30,-1.50,-5.00,0.00,-1.16,0.00,59.58,2026-04-04,4,New,29.8,46.2,4.5,
Uber Eats,UE-00000303,2026-03-30 12:55:00,Completed,Delivery,94.00,11.28,4.70,6.58,8.00,-28.20,0.30,-0.00,-0.00,0.00,-0.64,0.00,76.44,2026-04-05,5,Returning,30.9,35.1,4.5,
DoorDash,DD-00000198,2026-03-30 20:32:00,Completed,Delivery,109.00,13.08,5.45,7.63,0.00,-27.25,0.25,-0.00,-5.00,0.00,-0.71,0.00,89.12,2026-04-02,4,Returning,23.6,22.2,5.0,
DoorDash,DD-00000199,2026-03-30 15:53:00,Completed,Delivery,53.00,6.36,2.65,3.71,0.00,-13.25,0.25,-0.00,-0.00,1.00,-1.43,0.00,45.68,2026-04-05,4,New,17.7,29.8,5.0,
Uber Eats,UE-00000304,2026-03-30 17:28:00,Completed,Delivery,116.00,13.92,5.80,8.12,2.00,-34.80,0.30,-0.00,-0.00,0.00,-1.17,0.00,93.95,2026-04-03,5,Returning,33.0,42.5,,
Uber Eats,UE-00000305,2026-03-30 20:53:00,Completed,Delivery,170.00,20.40,8.50,11.90,0.00,-51.00,0.30,-0.00,-3.00,0.00,-0.65,0.00,135.75,2026-04-06,5,Returning,22.3,38.3,4.5,
